gene	CoPt_E_rep1	CoPt_H_rep1	CoPt_E_rep2	CoPt_H_rep2	CoPt_E_rep3	CoPt_H_rep3	CoPt_E_rep4	CoPt_H_rep4	Falu_E_rep1	Falu_H_rep1	Falu_E_rep3	Falu_E_rep4	Falu_H_rep4	Falu_E_rep6	Falu_H_rep6	Ftele_H_rep1	Ftele_E_rep3	Ftele_H_rep3	Ftele_E_rep5	Ftele_H_rep5	Ftele_E_rep6	Ftele_H_rep6
aten_0.1.m1.1236.m1	142.00	84.00	216.00	51.00	669.00	204.00	401.00	17.00	343.00	77.00	340.00	477.00	84.00	193.00	43.00	88.00	334.00	49.00	155.00	202.00	228.00	96.00
aten_0.1.m1.3098.m1	43.11	75.17	72.84	97.96	111.25	167.19	46.85	61.60	64.34	121.62	74.78	113.38	62.37	55.61	34.42	107.88	64.41	51.65	58.16	56.41	30.08	42.61
aten_0.1.m1.24401.m1	29.00	23.00	55.00	14.00	99.00	70.00	52.00	22.00	59.00	57.00	42.00	41.00	34.00	42.00	71.00	66.00	15.00	59.00	30.00	19.00	33.00	48.00
aten_0.1.m1.19869.m1	103.00	128.00	101.00	90.00	227.00	221.00	212.00	113.00	187.00	35.00	234.00	175.00	102.00	124.00	93.00	368.00	65.00	40.00	187.00	68.00	150.00	53.00
aten_0.1.m1.7341.m1	406.39	312.43	310.09	148.20	1152.97	677.51	780.22	236.44	738.79	258.10	710.88	879.37	215.14	421.02	149.13	367.35	435.77	573.12	342.38	472.58	810.01	492.30
aten_0.1.m1.24181.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.15305.m1	14.00	33.00	2.00	15.00	4.00	24.00	6.00	12.00	6.00	16.00	6.00	13.00	16.00	7.00	2.00	17.00	0.00	10.00	8.00	7.00	4.00	12.00
aten_0.1.m1.10478.m1	58.00	9.00	65.00	3.00	111.00	12.00	86.00	6.00	87.00	0.00	43.00	58.00	1.00	45.00	1.00	13.00	29.00	9.00	20.00	28.00	17.00	5.00
aten_0.1.m1.16137.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.28189.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.19237.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.7428.m1	39.63	23.31	24.42	9.35	45.48	19.74	38.32	11.37	24.85	6.00	58.60	24.35	13.21	33.00	13.27	24.46	29.21	15.52	38.10	54.00	39.32	11.40
aten_0.1.m1.1060.m1	121.00	139.00	117.00	2.00	210.00	102.00	157.00	31.00	147.00	17.00	162.00	66.00	26.00	112.00	29.00	12.00	276.00	16.00	29.00	30.00	34.00	40.00
aten_0.1.m1.394.m1	111.08	35.17	89.00	5.36	68.84	35.95	89.92	4.23	318.10	76.08	106.14	67.52	36.47	33.43	11.20	23.45	149.65	60.18	36.40	4.92	91.36	26.60
aten_0.1.m1.22682.m1	7.00	5.00	0.00	7.00	2.00	0.00	0.00	0.00	15.00	20.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	11.00	7.00	0.00	0.00
aten_0.1.m1.4178.m1	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	16.77	3.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13.05	10.54	4.00	0.00
aten_0.1.m1.14851.m1	145.00	25.00	222.00	9.00	170.00	20.00	231.00	18.00	151.00	23.00	166.00	132.00	5.00	155.00	9.00	20.00	48.00	8.00	135.00	48.00	63.00	13.00
aten_0.1.m1.9946.m1	0.00	2.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.23862.m1	145.00	556.00	264.00	330.00	400.00	867.00	513.00	326.00	406.00	374.00	340.00	462.00	425.00	225.00	633.00	446.00	463.00	360.00	153.00	762.00	344.00	674.00
aten_0.1.m1.15209.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.33012.m1	29.00	5.00	73.00	2.00	15.00	0.00	46.00	1.00	24.00	0.00	54.00	26.00	1.00	44.00	0.00	9.00	38.00	2.00	14.00	8.00	20.00	2.00
aten_0.1.m1.28908.m1	0.00	0.00	24.18	0.00	10.45	5.30	28.00	1.18	15.84	0.00	0.00	10.12	0.83	3.66	3.67	4.84	4.96	0.00	1.00	0.00	2.59	0.00
aten_0.1.m1.38111.m1	0.00	4.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.23351.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.13402.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.17642.m1	23.04	6.07	47.76	6.02	48.56	23.00	31.02	8.67	31.18	1.00	24.33	31.37	11.90	53.44	18.90	9.52	51.04	7.25	44.77	28.22	29.37	15.39
aten_0.1.m1.6860.m1	0.00	3.00	0.90	1.03	2.37	0.00	4.43	0.00	3.96	0.00	7.25	0.00	0.00	0.00	0.00	0.00	3.23	3.01	2.00	0.00	0.00	21.17
aten_0.1.m1.10859.m1	29.33	135.65	92.19	33.85	155.11	370.47	43.64	79.00	124.61	56.50	33.01	53.81	35.60	36.05	358.00	139.12	76.38	81.36	69.61	82.15	8.00	118.17
aten_0.1.m1.27479.m1	1.75	0.00	0.00	0.00	0.00	0.00	1.10	0.00	5.68	0.00	0.00	2.00	0.00	1.00	1.03	0.00	0.00	1.00	1.85	0.00	1.95	0.00
aten_0.1.m1.27390.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.36527.m1	1.00	0.00	2.00	0.00	3.00	0.00	2.00	0.00	3.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	3.00	0.00	0.00	0.00	1.00	0.00
aten_0.1.m1.30120.m1	7.00	0.00	4.00	2.00	17.00	6.00	2.00	2.00	2.00	3.00	7.00	8.00	0.00	5.00	6.00	28.00	8.00	1.00	2.00	23.00	2.00	12.00
aten_0.1.m1.35238.m1	78.00	123.00	84.00	69.00	143.00	285.00	114.00	189.00	120.00	118.00	91.00	82.00	293.00	68.00	164.00	197.00	69.00	306.00	64.00	104.00	82.00	221.00
aten_0.1.m1.30287.m1	21.00	3.87	44.50	21.01	55.02	15.00	41.23	5.10	46.43	4.96	27.42	42.00	11.04	39.14	1.00	10.00	174.00	37.00	8.00	10.00	121.00	47.70
aten_0.1.m1.10106.m1	51.00	66.00	93.00	23.00	109.00	92.00	119.00	49.00	94.00	43.00	35.00	109.00	24.00	80.00	70.00	41.00	38.00	38.00	49.00	28.00	34.00	51.00
aten_0.1.m1.37030.m1	506.00	1013.00	875.00	625.00	1380.00	2191.00	838.00	594.00	347.00	241.00	931.00	1114.00	393.00	704.00	1150.00	402.00	337.00	131.00	340.00	267.00	550.00	267.00
aten_0.1.m1.21096.m1	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	2.00
aten_0.1.m1.32159.m1	16.00	1.00	18.00	0.00	39.00	1.00	39.00	2.00	16.00	0.00	9.00	19.00	0.00	10.00	2.00	0.00	25.00	0.00	10.00	0.00	5.00	1.00
aten_0.1.m1.9897.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.37513.m1	0.00	2.00	15.77	4.00	0.00	0.00	0.00	1.00	2.22	0.00	0.00	15.22	0.00	7.96	1.00	2.00	10.00	5.00	1.94	3.89	7.00	8.05
aten_0.1.m1.19854.m1	23.00	12.00	40.00	3.00	47.00	19.00	39.00	5.00	55.00	19.00	44.00	34.00	1.00	28.00	7.00	53.00	42.00	3.00	16.00	92.00	17.00	5.00
aten_0.1.m1.19074.m1	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	43.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.23615.m1	1436.00	3635.00	2128.00	1673.00	2824.00	4039.00	2250.00	1392.00	2306.00	2116.00	1583.00	3247.00	1615.00	2316.00	2584.00	1760.00	1634.00	1851.00	1150.00	3431.00	1182.00	1618.00
aten_0.1.m1.22691.m1	0.98	6.05	1.00	7.01	0.00	0.00	0.00	0.00	2.00	0.00	1.16	8.46	6.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.68	0.00
aten_0.1.m1.4775.m1	0.00	0.00	1.00	0.00	1.00	0.00	0.98	0.00	3.03	0.00	3.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00
aten_0.1.m1.36710.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.2005.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.17893.m1	12.00	3.00	16.00	1.00	17.00	6.00	4.00	2.00	52.00	4.00	23.00	48.00	12.00	22.00	14.00	5.00	12.00	6.00	29.00	6.00	17.00	6.00
aten_0.1.m1.24444.m1	0.00	0.00	0.00	1.00	0.00	1.00	2.00	0.00	3.71	2.00	0.00	4.00	0.00	6.04	1.00	0.00	0.00	0.00	2.00	0.00	0.00	2.00
aten_0.1.m1.35415.m1	14.29	3.99	4.11	11.55	3.95	0.00	7.24	4.62	1.00	0.00	14.47	4.02	0.00	3.21	0.00	2.00	4.04	2.00	2.47	0.00	1.00	0.00
aten_0.1.m1.34503.m1	0.00	0.00	0.00	0.00	5.00	0.00	0.00	1.14	0.00	0.00	0.00	3.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.30554.m1	185.22	59.00	191.64	70.00	247.78	204.79	300.17	30.00	148.30	113.00	274.70	187.24	75.00	186.59	69.59	144.00	117.13	64.00	187.92	116.00	111.12	80.00
aten_0.1.m1.25237.m1	0.00	0.00	0.00	0.00	4.00	1.00	1.00	2.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.9680.m1	133.00	75.00	285.00	36.00	274.00	79.00	182.00	25.00	267.56	21.00	155.00	330.84	26.00	246.00	68.70	19.00	186.00	26.00	83.00	29.00	62.00	17.00
aten_0.1.m1.21124.m1	28.00	5.00	52.00	1.00	28.00	17.00	46.00	4.00	49.00	6.00	24.00	17.00	7.00	28.00	10.00	8.00	7.00	6.00	29.00	7.00	8.00	3.00
aten_0.1.m1.30031.m1	1433.00	467.00	1551.00	28.00	2347.00	466.00	1893.00	93.00	1619.00	41.00	1453.00	1310.00	120.00	932.00	160.00	233.00	941.00	114.00	930.00	320.00	443.00	94.00
aten_0.1.m1.27038.m1	1.04	4.00	1.00	1.00	3.00	3.00	0.00	0.00	0.00	0.00	7.00	0.00	0.00	1.00	5.00	1.00	1.00	1.00	1.00	1.00	6.00	1.00
aten_0.1.m1.3468.m1	77.00	20.00	114.00	51.00	132.00	62.00	123.00	15.00	66.00	4.00	127.00	88.00	21.00	85.00	58.00	31.00	58.00	59.00	112.00	78.00	103.00	115.00
aten_0.1.m1.34880.m1	3.00	1.00	93.11	0.00	62.00	4.00	219.94	0.00	129.42	2.00	91.69	39.00	1.00	25.00	1.00	0.00	82.30	19.50	28.99	46.00	13.77	2.00
aten_0.1.m1.26691.m1	110.00	13.00	192.00	0.00	207.00	29.00	132.00	10.00	50.00	3.00	85.00	77.00	5.00	46.00	9.00	33.00	46.00	6.00	30.00	12.00	34.00	25.00
aten_0.1.m1.5158.m1	195.00	129.00	209.00	57.00	408.00	503.00	248.00	103.00	338.00	63.00	225.00	263.00	130.00	137.00	234.00	102.00	124.00	63.00	112.00	220.00	47.00	286.00
aten_0.1.m1.25554.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00
aten_0.1.m1.31789.m1	2.92	4.18	0.00	0.00	0.00	0.00	0.00	10.23	0.00	0.00	37.71	0.00	0.00	48.91	11.04	0.00	0.00	0.00	12.82	7.58	0.00	0.00
aten_0.1.m1.15022.m1	276.00	177.00	296.00	45.00	609.00	454.00	394.00	132.00	476.00	56.00	351.00	536.00	117.00	552.00	655.00	138.00	325.00	58.00	139.00	303.00	144.00	66.00
aten_0.1.m1.6880.m1	305.00	233.00	280.00	66.00	387.00	98.00	432.00	83.00	325.00	33.00	453.00	198.00	31.00	192.00	99.00	256.00	195.00	19.00	198.00	121.00	219.00	93.00
aten_0.1.m1.11861.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.9785.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.32589.m1	19.00	1.00	4.00	1.00	74.58	41.57	3.00	5.02	0.00	0.00	17.00	42.68	5.00	21.44	5.00	9.00	18.22	0.00	20.00	11.00	10.00	5.00
aten_0.1.m1.22416.m1	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.16665.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.34064.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.2585.m1	0.00	0.00	1.00	0.00	1.99	0.00	0.00	0.00	8.00	0.00	0.00	2.37	0.61	0.00	0.00	0.00	0.00	0.00	2.18	1.37	1.00	0.00
aten_0.1.m1.21895.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.14328.m1	19.00	3.00	70.00	5.00	86.00	15.00	69.00	9.00	45.00	0.00	63.00	59.00	5.00	53.00	2.00	5.00	50.00	6.00	49.00	29.00	11.00	1.00
aten_0.1.m1.30408.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.24100.m1	168.00	35.00	281.00	5.00	141.00	52.00	174.00	36.00	322.00	46.00	77.00	119.00	23.00	57.00	24.00	33.00	111.99	52.00	163.00	42.01	100.00	29.00
aten_0.1.m1.9080.m1	1.99	4.94	3.60	0.00	0.98	2.05	0.00	0.00	2.56	0.00	2.24	3.34	1.00	0.98	0.00	0.00	0.00	0.00	0.00	0.96	0.99	0.00
aten_0.1.m1.1002.m1	14.00	0.00	11.00	0.00	38.00	1.00	18.00	1.00	19.00	0.00	12.00	5.00	1.00	9.00	2.00	0.00	4.00	2.00	15.00	0.00	4.00	0.00
aten_0.1.m1.31921.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.18954.m1	34.99	24.65	29.15	2.00	45.36	13.04	42.62	1.01	34.20	8.00	28.45	18.08	3.05	14.29	1.00	6.09	20.45	6.16	12.14	4.67	10.04	10.38
aten_0.1.m1.35015.m1	18.36	3.01	83.69	3.99	118.00	5.99	152.94	2.00	80.02	10.97	69.88	62.70	3.97	57.21	21.06	29.98	72.07	10.13	67.77	19.83	45.09	30.09
aten_0.1.m1.18712.m1	4.00	2.00	12.00	0.00	34.00	2.00	74.00	0.00	17.00	1.00	17.00	10.13	2.00	7.00	4.00	3.00	4.00	4.00	5.00	4.00	2.00	1.00
aten_0.1.m1.31235.m1	0.00	0.00	1.00	0.00	6.00	1.00	7.00	4.00	6.00	0.00	3.00	3.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	5.00	1.00	0.00
aten_0.1.m1.12798.m1	808.00	1721.00	1314.00	578.00	1511.00	2579.00	1541.00	983.00	1345.00	747.00	966.00	1214.00	882.00	886.00	1596.00	1156.00	872.00	528.00	603.00	1426.00	705.00	1163.00
aten_0.1.m1.36088.m1	0.00	0.00	0.00	0.00	5.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.2715.m1	6.00	7.00	12.00	17.00	45.00	107.00	12.00	17.00	1.00	0.00	7.00	37.00	49.00	63.00	147.00	6.00	0.00	0.00	0.00	0.00	4.00	30.00
aten_0.1.m1.5499.m1	347.00	706.00	483.00	272.00	616.00	968.00	621.00	617.00	437.00	319.00	443.00	404.00	348.00	383.00	784.00	421.00	295.00	472.00	254.00	446.00	323.00	734.00
aten_0.1.m1.36070.m1	1.94	2.93	5.77	0.00	2.00	3.93	1.58	0.00	2.25	1.32	1.61	4.26	0.81	0.71	0.00	0.44	0.00	0.00	3.44	0.00	0.00	0.00
aten_0.1.m1.6210.m1	10.00	2.00	17.00	2.00	27.00	8.00	23.00	1.00	25.00	2.00	38.00	14.00	0.00	18.00	2.00	1.00	9.00	1.00	16.00	5.00	1.00	0.00
aten_0.1.m1.17231.m1	57.00	7.00	57.00	16.00	82.00	9.00	41.00	3.00	42.00	23.00	94.00	48.00	5.00	42.00	10.00	22.00	28.00	25.00	90.00	31.00	50.00	25.00
aten_0.1.m1.28222.m1	0.00	0.00	0.00	0.00	0.00	1.00	2.00	2.00	3.00	7.00	0.00	4.00	2.00	6.00	0.00	5.00	5.00	0.00	0.00	0.00	0.00	1.00
aten_0.1.m1.22031.m1	0.00	3.36	0.00	0.41	1.72	2.61	0.00	3.00	3.93	0.00	0.00	1.36	0.09	0.00	0.00	0.00	3.00	0.90	1.77	1.31	0.00	3.18
aten_0.1.m1.16183.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.31342.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.22195.m1	498.00	447.00	833.00	95.00	1110.00	695.00	1076.00	142.00	791.00	215.00	616.00	792.00	202.00	484.00	400.00	269.00	481.00	186.00	358.00	425.00	301.00	359.00
aten_0.1.m1.5544.m1	233.00	321.00	453.00	291.00	696.00	840.00	658.00	151.00	695.00	161.00	412.00	539.00	253.00	417.00	520.00	198.00	335.00	153.00	204.00	352.00	195.00	195.00
aten_0.1.m1.30310.m1	5.00	0.00	9.00	0.00	10.00	0.00	0.00	3.00	7.00	0.00	4.00	7.00	1.00	3.00	1.00	0.00	3.00	2.00	3.00	0.00	6.00	2.00
aten_0.1.m1.11823.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.5895.m1	364.11	341.99	489.17	213.73	790.83	1120.63	605.44	294.34	690.53	123.96	401.98	618.60	279.85	419.77	284.10	195.15	327.64	122.18	152.59	157.05	216.65	88.19
aten_0.1.m1.22932.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.22411.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.15720.m1	7.79	1.00	8.91	0.00	11.63	0.23	6.32	0.00	3.02	0.00	5.07	1.06	0.00	14.29	0.00	0.00	5.73	0.00	1.68	0.00	3.03	0.00
aten_0.1.m1.7728.m1	1.00	2.00	8.00	1.00	3.00	2.00	5.00	0.00	2.00	0.00	0.00	12.00	0.00	1.00	0.00	1.00	2.00	0.00	1.00	0.00	1.00	0.00
aten_0.1.m1.23773.m1	66.00	9.00	32.00	8.00	25.00	0.00	20.00	6.00	34.00	41.00	33.00	74.00	1.00	22.00	0.00	5.00	20.00	10.00	23.00	7.00	0.00	0.00
aten_0.1.m1.18615.m1	307.00	146.00	428.00	29.00	749.00	298.00	927.00	107.00	489.00	47.00	378.00	462.00	92.00	360.00	155.00	216.00	412.00	162.00	218.00	110.00	253.00	85.00
aten_0.1.m1.5015.m1	5.00	0.00	7.00	0.00	31.00	11.00	7.00	0.00	10.00	0.00	15.00	5.00	1.00	12.00	2.00	0.00	1.00	0.00	6.00	0.00	3.00	4.00
aten_0.1.m1.16236.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	8.00	1.00	0.00	0.00	0.00	0.00
aten_0.1.m1.7764.m1	0.00	0.00	0.00	4.87	0.00	0.00	0.00	0.00	0.00	0.00	0.94	0.00	0.00	1.35	0.00	1.00	0.00	5.87	0.00	0.00	4.52	0.00
aten_0.1.m1.4462.m1	154.00	150.00	285.00	95.00	400.00	539.00	474.00	152.00	330.00	162.00	183.00	328.00	126.00	285.00	415.00	249.00	311.00	179.00	140.00	300.00	191.00	236.00
aten_0.1.m1.34575.m1	162.00	28.00	223.00	32.00	266.00	43.00	234.00	9.00	215.00	8.00	200.00	191.00	7.00	157.00	19.00	52.00	148.00	23.00	167.00	61.00	166.00	13.00
aten_0.1.m1.34094.m1	0.00	0.00	0.00	1.00	0.00	0.00	0.42	3.87	1.98	0.98	4.06	1.43	0.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00
aten_0.1.m1.27894.m1	5.00	16.32	4.00	10.00	12.00	77.00	18.00	4.00	1.00	1.00	9.00	10.00	7.66	3.00	2.00	3.00	3.00	8.00	4.00	8.00	6.00	5.00
aten_0.1.m1.10979.m1	47.10	64.89	62.28	4.00	26.47	13.94	108.69	7.80	13.41	0.00	3.26	70.29	9.01	54.41	9.94	0.00	18.39	3.00	17.13	1.00	22.42	4.00
aten_0.1.m1.13400.m1	135.93	64.16	115.87	14.91	270.09	161.19	157.71	66.05	105.72	26.44	184.18	184.36	42.18	152.93	24.65	66.41	93.97	11.62	108.84	35.00	64.40	81.86
aten_0.1.m1.17817.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
aten_0.1.m1.37552.m1	0.00	0.00	7.00	0.00	29.00	7.00	3.00	0.00	0.00	0.00	1.00	2.00	0.00	0.00	0.00	0.00	6.00	1.00	0.00	0.00	3.00	1.00
aten_0.1.m1.34799.m1	68.10	28.00	120.01	9.00	126.00	41.79	176.52	13.00	95.91	17.99	101.99	143.58	13.00	79.00	5.02	71.00	52.41	4.00	66.00	65.64	91.04	23.33
aten_0.1.m1.27063.m1	1.00	1.00	0.00	2.00	0.00	0.00	0.00	7.00	0.00	0.00	17.01	0.00	0.00	37.15	7.52	1.00	0.00	0.00	4.83	4.00	0.00	0.00
aten_0.1.m1.4390.m1	166.00	92.00	355.00	316.00	421.00	271.00	243.00	53.00	345.00	77.00	250.00	265.00	89.00	238.00	128.00	120.00	219.00	63.00	212.00	216.00	107.00	266.00
aten_0.1.m1.24368.m1	540.50	1696.92	559.05	715.00	1235.66	3222.98	1204.43	1535.97	635.41	1050.87	1092.33	772.68	1375.00	629.90	2083.00	2318.53	639.74	2037.96	510.80	1576.50	875.30	1401.00
aten_0.1.m1.4562.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.21355.m1	20.00	7.00	162.07	8.00	79.96	14.00	63.00	36.86	198.17	84.50	17.00	30.00	15.95	19.00	14.00	168.93	54.00	29.41	1.00	26.00	4.00	9.00
aten_0.1.m1.34981.m1	6.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00	8.00	2.00	0.00	1.00	0.00	3.00	0.00	1.00	0.00	0.00	1.00	7.00	0.00	0.00
aten_0.1.m1.30049.m1	51.00	27.00	66.00	34.00	84.00	85.00	96.00	15.00	79.00	34.00	59.00	87.00	14.00	37.00	45.00	20.00	36.00	19.00	34.00	55.00	28.00	14.00
aten_0.1.m1.36196.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.29454.m1	0.00	0.00	0.00	0.00	2.00	1.00	0.00	0.00	5.00	0.00	3.00	0.00	0.00	6.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
aten_0.1.m1.533.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.9345.m1	57.00	56.00	49.00	5.00	105.00	323.00	73.00	117.00	68.00	23.00	28.00	104.00	100.00	95.00	56.00	85.00	38.00	142.00	102.00	62.00	60.00	68.00
aten_0.1.m1.20932.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.21673.m1	12.00	20.93	32.69	31.43	26.00	24.00	8.00	9.00	44.00	59.00	23.00	11.59	7.00	12.00	12.00	16.00	14.00	37.00	5.00	57.08	9.00	38.00
aten_0.1.m1.6639.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
